,id,TSS_start,TSS_frecuency_YPD
1958,YBR058C,356039,2
1959,YBR058C-A,356625,474
1960,YBR059C,360337,4
1961,YBR060C,362606,7
1962,YBR061C,365726,28
1963,YBR062C,366610,4
1964,YBR063C,368317,3
1965,YBR065C,369732,2
1966,YBR066C,370782,6
1967,YBR067C,372786,625
1968,YBR068C,375729,2503
1969,YBR069C,378538,16
1970,YBR070C,379955,16
1971,YBR071W,380339,38
1972,YBR072W,381956,39
1973,YBR073W,383090,0
1974,YBR074W,386281,32
1975,YBR076C-A,391683,17
1976,YBR076W,390161,1
1977,YBR077C,392333,16
1978,YBR078W,392947,420
1979,YBR079C,398302,173
1980,YBR080C,400916,45
1981,YBR081C,405404,1
1982,YBR082C,407255,2174
1983,YBR083W,408914,4
1984,YBR084C-A,415283,733
1985,YBR084W,411040,100
1986,YBR085C-A,419193,8
1987,YBR085W,415908,27
1988,YBR086C,423350,5
1989,YBR087W,423754,30
1990,YBR088C,425806,74
1991,YBR089C-A,426899,60
1992,YBR089W,425028,1
1993,YBR091C,427525,75
1994,YBR092C,429115,288
1995,YBR093C,430986,338
1996,YBR094W,431970,80
1997,YBR095C,435722,20
1998,YBR096W,435960,3673
1999,YBR097W,436883,0
2000,YBR098W,441495,2
2001,YBR099C,443900,1
2002,YBR101C,444743,40
2003,YBR102C,447387,5
2004,YBR103C-A,449521,1
2005,YBR103W,447578,8
2006,YBR104W,449579,208
2007,YBR105C,451992,10
2008,YBR106W,452625,265
2009,YBR107C,454579,4
2010,YBR108W,454770,3
2011,YBR109C,458401,171
2012,YBR109W-A,458523,1
2013,YBR110W,458824,41
2014,YBR111C,461881,55
2015,YBR111W-A,462098,13
2016,YBR112C,465964,1
2017,YBR114W,467160,2
2018,YBR115C,473970,1
2019,YBR117C,476468,1
2020,YBR118W,477649,6980
2021,YBR119W,479290,15
2022,YBR120C,480993,13
2023,YBR121C-A,483023,64
2024,YBR122C,484536,79
2025,YBR123C,486754,21
2026,YBR125C,488576,1
2027,YBR126C,490499,62
2028,YBR126W-B,490893,19
2029,YBR127C,492886,7235
2030,YBR128C,494294,1
2031,YBR129C,495374,6
2032,YBR130C,496929,26
2033,YBR131W,497119,12
2034,YBR132C,501606,107
2035,YBR133C,504446,7
2036,YBR135W,504760,101
2037,YBR137W,512982,19
2038,YBR138C,515397,2
2039,YBR139W,515659,39
2040,YBR141C,528083,4
2041,YBR141W-A,527150,8
2042,YBR142W,528241,6
2043,YBR143C,532210,91
2044,YBR145W,533721,41
2045,YBR146W,535197,46
2046,YBR147W,536462,11
2047,YBR148W,537693,1
2048,YBR149W,539949,8
2049,YBR150C,544527,0
2050,YBR151W,544882,123
2051,YBR152W,546308,2
2052,YBR153W,547405,4
2053,YBR154C,549100,199
2054,YBR155W,549695,37
2055,YBR156C,553237,7
2056,YBR157C,555160,2
2057,YBR158W,556286,51
2058,YBR159W,558632,2
2059,YBR160W,560000,23
2060,YBR161W,561407,2
2061,YBR162C,564706,193
2062,YBR162W-A,565196,107
2063,YBR163W,565621,9
2064,YBR164C,568545,29
2065,YBR165W,568760,5
2066,YBR166C,571252,22
2067,YBR167C,572090,9
2068,YBR168W,572241,2
2069,YBR169C,576021,3
2070,YBR170C,578136,105
2071,YBR171W,578338,1098
2072,YBR172C,581483,16
2073,YBR173C,582200,215
2074,YBR174C,583410,4
2075,YBR175W,582395,19
2076,YBR176W,583623,7
2077,YBR177C,586231,287
2078,YBR178W,585959,1
2079,YBR179C,589179,3
2080,YBR181C,592803,1072
2081,YBR182C,595036,1
2082,YBR182C-A,595606,4
2083,YBR183W,596016,9
2084,YBR184W,597363,2
2085,YBR185C,599978,34
2086,YBR186W,600547,1
2087,YBR187W,602505,118
2088,YBR188C,604182,17
2089,YBR189W,604482,2291
2090,YBR191W,606248,1
2091,YBR191W-A,606982,7
2092,YBR192W,607502,14
2093,YBR193C,609794,6
2094,YBR194W,609969,6
2095,YBR195C,611928,10
2096,YBR196C,613942,577
2097,YBR196C-A,614582,1
2098,YBR196C-B,614963,1
2099,YBR197C,615891,7
2100,YBR198C,618601,74
2101,YBR199W,618810,817
2102,YBR200W,620809,186
2103,YBR201C-A,624760,5
2104,YBR201W,623440,17
2105,YBR202W,625707,21
2106,YBR203W,628956,1
2107,YBR204C,633422,6
2108,YBR205W,633601,0
2109,YBR206W,634454,4
2110,YBR207W,635094,44
2111,YBR209W,642554,0
2112,YBR210W,645534,7
2113,YBR212W,647438,13
2114,YBR213W,650298,49
2115,YBR214W,651336,23
2116,YBR215W,653334,4
2117,YBR216C,657620,7
2118,YBR217W,657768,5
2119,YBR218C,662311,13
2120,YBR219C,663704,0
2121,YBR220C,664744,106
2122,YBR221C,666456,289
2123,YBR221W-A,664906,1
2124,YBR222C,668378,112
2125,YBR223C,670317,2
2126,YBR225W,670492,1
2127,YBR227C,675192,24
2128,YBR228W,675313,9
2129,YBR229C,679228,17
2130,YBR230C,680076,19
2131,YBR230W-A,680314,24
2132,YBR231C,683147,49
2133,YBR232C,683928,1
2134,YBR233W,683349,12
2135,YBR233W-A,684938,21
2136,YBR234C,686638,88
2137,YBR235W,686820,3
2138,YBR236C,691731,60
2139,YBR237W,691912,2
2140,YBR238C,697302,1
2141,YBR239C,700093,10
2142,YBR240C,701853,0
2143,YBR241C,704084,20
2144,YBR242W,704530,24
2145,YBR243C,706850,24
2146,YBR244W,707492,23
2147,YBR246W,711548,17
2148,YBR247C,714476,764
2149,YBR248C,716524,434
2150,YBR249C,718084,578
2151,YBR250W,718677,1
2152,YBR251W,721354,25
2153,YBR252W,722593,59
2154,YBR253W,723209,178
2155,YBR254C,724269,7
2156,YBR255C-A,727098,9
2157,YBR255W,724420,21
2158,YBR256C,728110,3512
2159,YBR257W,728854,15
2160,YBR258C,730195,6
2161,YBR259W,730341,7
2162,YBR260C,734648,9
2163,YBR261C,735567,121
2164,YBR262C,736084,12
2165,YBR263W,736240,30
2166,YBR264C,738369,15
2167,YBR265W,738559,203
2168,YBR267W,739824,104
2169,YBR268W,741295,432
2170,YBR269C,742597,118
2171,YBR270C,744670,3
2172,YBR271W,744826,45
2173,YBR272C,747810,18
2174,YBR273C,749402,6
2175,YBR274W,749544,154
2176,YBR276C,760138,77
2177,YBR278W,760287,3
2178,YBR279W,761229,41
2179,YBR280C,764720,6
2180,YBR281C,767627,5
2181,YBR282W,768202,77
2182,YBR283C,770559,2183
2183,YBR284W,771227,0
2184,YBR285W,773771,1
2185,YBR286W,774670,23
2186,YBR287W,776538,13
2187,YBR288C,779491,41
2188,YBR289W,779640,3
2189,YBR290W,782584,8
2190,YBR291C,784608,19
2191,YBR293W,786859,1
2192,YBR295W,792792,1
2193,YBR296C,798588,12
2194,YBR297W,800484,13
2195,YBR298C,804872,5
2196,YBR299W,805141,1
2197,YBR300C,809395,1
2198,YBR301W,808644,0
2199,YCL001W,111890,42
2200,YCL001W-B,113613,0
2201,YCL002C,111702,139
2202,YCL004W,109027,7
2203,YCL005W,107996,2
2204,YCL005W-A,106998,390
2205,YCL008C,106857,20
2206,YCL009C,105563,224
2207,YCL010C,104370,22
2208,YCL011C,103402,275
2209,YCL012C,101822,36
2210,YCL016C,95792,5
2211,YCL017C,94364,96
2212,YCL018W,91296,111
2213,YCL021W-A,83530,2
2214,YCL024W,79080,0
2215,YCL025C,77950,134
2216,YCL026C-A,75406,2
2217,YCL026C-B,74021,33
2218,YCL027W,71691,0
2219,YCL028W,70118,63
2220,YCL029C,69971,23
2221,YCL030C,68393,147
2222,YCL031C,65601,111
2223,YCL032W,63364,4
2224,YCL033C,63293,8
2225,YCL034W,61602,7
2226,YCL035C,61237,198
2227,YCL036W,59026,195
2228,YCL037C,58745,60
2229,YCL038C,56583,31
2230,YCL039W,52625,37
2231,YCL040W,50809,161
2232,YCL043C,50258,3068
2233,YCL044C,48441,13
2234,YCL045C,46945,78
2235,YCL047C,44440,9
2236,YCL048W,42110,0
2237,YCL049C,40779,4
2238,YCL050C,38863,72
2239,YCL051W,35585,10
2240,YCL052C,35436,4
2241,YCL054W,31432,67
2242,YCL055W,27893,2
2243,YCL056C,27361,14
2244,YCL057C-A,24372,86
2245,YCL057W,24765,23
2246,YCL058W-A,23562,13
2247,YCL059C,23404,309
2248,YCL061C,22172,2
2249,YCL063W,17250,8
2250,YCL064C,16899,77
2251,YCR002C,118403,25
2252,YCR003W,118598,30
2253,YCR004C,120500,90
2254,YCR005C,122385,13
2255,YCR006C,123400,1
2256,YCR007C,127386,5
2257,YCR008W,128027,2
2258,YCR009C,131585,38
2259,YCR010C,133236,2
2260,YCR011C,137005,20
2261,YCR012W,137706,1822
2262,YCR015C,142206,3
2263,YCR016W,143608,78
2264,YCR017C,147663,47
2265,YCR019W,152689,26
2266,YCR020C,155056,2
2267,YCR020C-A,155114,104
2268,YCR020W-B,155288,11
2269,YCR021C,157220,11
2270,YCR022C,158029,2
2271,YCR023C,160450,189
2272,YCR024C,162241,22
2273,YCR024C-A,163216,8
2274,YCR024C-B,162876,14
2275,YCR025C,164478,2
2276,YCR026C,166413,14
2277,YCR027C,168183,5
2278,YCR028C,172542,18
2279,YCR028C-A,173501,656
2280,YCR030C,176523,26
2281,YCR031C,178241,17751
2282,YCR034W,190566,122
2283,YCR035C,193036,17
2284,YCR036W,193293,30
2285,YCR037C,197219,2
2286,YCR043C,206677,15
2287,YCR044C,207957,11
2288,YCR045C,209775,1
2289,YCR045W-A,208134,36
2290,YCR046C,210429,299
2291,YCR047C,211611,45
2292,YCR048W,211875,4
2293,YCR051W,214047,1563
2294,YCR052W,214961,116
2295,YCR053W,216656,575
2296,YCR054C,220184,7
2297,YCR057C,223290,101
2298,YCR059C,224243,98
2299,YCR060W,224374,1
2300,YCR061W,225538,102
2301,YCR063W,228296,75
2302,YCR064C,228509,3
2303,YCR065W,229127,13
2304,YCR066W,231450,5
2305,YCR067C,236441,12
2306,YCR068W,237083,1
2307,YCR069W,238908,114
2308,YCR071C,240588,25
2309,YCR072C,242386,75
2310,YCR073C,246648,3
2311,YCR073W-A,246945,2
2312,YCR075C,248825,2
2313,YCR075W-A,248961,15
2314,YCR076C,250062,26
2315,YCR077C,252670,13
2316,YCR079W,252818,22
2317,YCR082W,258853,32
2318,YCR083W,259543,15
2319,YCR084C,262679,9
2320,YCR086W,263348,14
2321,YCR087C-A,264503,142
2322,YCR088W,265022,451
2323,YCR090C,272900,221
2324,YCR091W,274345,2
2325,YCR092C,279856,2
2326,YCR094W,286699,157
2327,YCR095C,289296,12
2328,YCR095W-A,289476,7
2329,YCR097W,293826,6
2330,YCR098C,298664,5
2331,YCR099C,301544,2
2332,YCR102C,305537,9
2333,YCR106W,310944,2
2334,YCR107W,312671,1
2335,YDL001W,447906,4
2336,YDL002C,447663,32
2337,YDL003W,444602,3
2338,YDL004W,442986,284
2339,YDL005C,442333,6
2340,YDL006W,439588,5
2341,YDL007W,438014,83
2342,YDL008W,433467,18
2343,YDL009C,433339,1
2344,YDL010W,432297,6
2345,YDL012C,431534,88
2346,YDL013W,428906,24
2347,YDL014W,427221,1318
2348,YDL015C,426987,42
2349,YDL017W,424192,3
2350,YDL018C,423570,92
2351,YDL019C,421727,2
2352,YDL020C,416939,8
2353,YDL021W,413918,5
2354,YDL022W,411760,26
2355,YDL023C,413119,0
2356,YDL024C,409868,2
2357,YDL025C,407402,26
2358,YDL025W-A,405290,0
2359,YDL026W,404497,1
2360,YDL027C,405003,13
2361,YDL028C,403467,8
2362,YDL029W,399320,67
2363,YDL030W,397476,24
2364,YDL031W,394165,47
2365,YDL033C,393951,3
2366,YDL035C,392341,2
2367,YDL036C,388910,5
2368,YDL037C,385774,1
2369,YDL039C,384587,1
2370,YDL040C,381465,48
2371,YDL041W,378068,2
2372,YDL042C,378513,15
2373,YDL043C,376518,15
2374,YDL044C,375314,9
2375,YDL045C,373718,13
2376,YDL045W-A,372224,32
2377,YDL046W,371181,70
2378,YDL047W,369634,1
2379,YDL048C,368261,16
2380,YDL049C,366044,3
2381,YDL051W,363937,59
2382,YDL052C,363635,250
2383,YDL053C,362454,14
2384,YDL054C,361374,14
2385,YDL055C,356908,212
2386,YDL056W,352751,1
2387,YDL057W,351399,6
2388,YDL059C,345061,1
2389,YDL061C,341251,1926
2390,YDL063C,340221,11
2391,YDL064W,337447,75
2392,YDL065C,337288,14
2393,YDL066W,334818,182
2394,YDL067C,334442,85
2395,YDL068W,333098,1
2396,YDL069C,333943,11
2397,YDL070W,331001,67
2398,YDL072C,330510,204
2399,YDL073W,326433,2
2400,YDL074C,326221,20
2401,YDL075W,322195,5962
2402,YDL076C,321699,6
2403,YDL077C,320268,1
2404,YDL078C,316460,108
2405,YDL079C,314748,2
2406,YDL080C,312656,9
2407,YDL081C,310188,2694
2408,YDL082W,308395,653
2409,YDL083C,307807,15280
2410,YDL084W,305069,594
2411,YDL085C-A,302729,134
2412,YDL085W,303125,1
2413,YDL086C-A,302248,6
2414,YDL086W,301408,371
2415,YDL087C,301031,3
2416,YDL088C,300131,7
2417,YDL089W,296521,25
2418,YDL090C,296336,9
2419,YDL091C,294847,58
2420,YDL092W,292758,134
2421,YDL093W,289861,8
2422,YDL094C,290979,0
2423,YDL095W,287029,100
2424,YDL097C,286727,59
2425,YDL098C,285201,7
2426,YDL099W,283365,14
2427,YDL100C,283212,261
2428,YDL101C,281861,25
2429,YDL102W,276791,4
2430,YDL103C,276654,53
2431,YDL104C,274895,5
2432,YDL105W,272345,4
2433,YDL106C,271953,3
2434,YDL107W,268850,2
2435,YDL108W,267666,13
2436,YDL109C,267555,1
2437,YDL110C,265021,15
2438,YDL111C,264171,30
2439,YDL112W,258860,1
2440,YDL113C,258618,29
2441,YDL114W,255421,0
2442,YDL114W-A,254171,1
2443,YDL115C,255168,8
2444,YDL116W,251504,10
2445,YDL117W,248284,7
2446,YDL119C,247664,4
2447,YDL120W,245847,35
2448,YDL121C,245593,40
2449,YDL122W,242423,4
2450,YDL123W,241374,8
2451,YDL124W,240206,12
2452,YDL125C,239816,6
2453,YDL126C,238708,102
2454,YDL127W,234892,6
2455,YDL128W,232536,13
2456,YDL129W,230919,3
2457,YDL130W,229889,2699
2458,YDL130W-A,229115,44
2459,YDL131W,227357,553
2460,YDL133C-A,221819,1058
2461,YDL133W,222292,65
2462,YDL134C,221242,361
2463,YDL135C,219333,124
2464,YDL136W,217567,171
2465,YDL137W,216056,337
2466,YDL138W,213175,3
2467,YDL139C,212097,3
2468,YDL141W,202852,12
2469,YDL142C,202633,13
2470,YDL143W,199961,995
2471,YDL144C,199749,31
2472,YDL145C,198431,4
2473,YDL146W,192559,5
2474,YDL147W,190865,148
2475,YDL148C,190620,7
2476,YDL149W,184880,1
2477,YDL150W,183247,2
2478,YDL153C,183044,73
2479,YDL154W,177680,0
2480,YDL155W,176643,22
2481,YDL156W,174824,5
2482,YDL157C,174623,133
2483,YDL158C,174579,1
2484,YDL159W,172435,23
2485,YDL160C,172214,7
2486,YDL160C-A,169636,49
2487,YDL161W,167698,85
2488,YDL164C,167305,52
2489,YDL165W,164241,32
2490,YDL166C,164096,23
2491,YDL167C,163210,21
2492,YDL168W,159548,33
2493,YDL169C,158774,2
2494,YDL170W,156318,11
2495,YDL172C,149100,1
2496,YDL174C,147627,1
2497,YDL175C,145551,9
2498,YDL176W,141960,40
2499,YDL177C,141785,35
2500,YDL178W,139497,13
2501,YDL179W,138196,26
2502,YDL180W,135764,24
2503,YDL181W,135093,26
2504,YDL182W,133399,1220
2505,YDL183C,132673,4
2506,YDL184C,130506,35232
2507,YDL185W,126689,51
2508,YDL186W,125463,0
2509,YDL187C,126465,2
2510,YDL188C,125180,12
2511,YDL189W,121987,122
2512,YDL190C,121723,4
2513,YDL191W,117642,1600
2514,YDL192W,116278,2154
2515,YDL193W,114565,8
2516,YDL195W,107084,3
2517,YDL197C,106508,10
2518,YDL198C,104579,77
2519,YDL199C,103403,5
2520,YDL200C,101071,15
2521,YDL201W,99544,73
2522,YDL202W,98422,42
2523,YDL203C,98152,5
2524,YDL204W,94107,14
2525,YDL205C,93900,5
2526,YDL206W,90023,1
2527,YDL207W,88210,3
2528,YDL208W,87475,1040
2529,YDL209C,87251,6
2530,YDL211C,80481,3
2531,YDL212W,78404,170
2532,YDL213C,77975,746
2533,YDL214C,76712,2
2534,YDL215C,74116,1
2535,YDL216C,70338,3
2536,YDL217C,68766,15
2537,YDL218W,66148,5
2538,YDL219W,65216,65
2539,YDL220C,65064,1
2540,YDL221W,60978,1
2541,YDL222C,63207,1
2542,YDL224C,56710,15
2543,YDL225W,52404,57
2544,YDL226C,52196,29
2545,YDL227C,48064,1
2546,YDL229W,44035,18657
2547,YDL230W,42674,5
2548,YDL231C,42355,1
2549,YDL232W,38468,189
2550,YDL233W,36775,30
2551,YDL234C,36620,12
2552,YDL235C,34032,17
2553,YDL236W,32229,8
2554,YDL237W,30634,63
2555,YDL238C,30482,6
2556,YDL239C,29468,1
2557,YDL240W,22633,0
2558,YDL241W,20553,2
2559,YDL243C,19288,7
2560,YDL248W,1795,2
2561,YDR001C,452481,1
2562,YDR002W,453016,392
2563,YDR003W,454085,0
2564,YDR003W-A,454348,2
2565,YDR004W,455179,1
2566,YDR005C,458211,6
2567,YDR006C,461353,5
2568,YDR007W,461832,102
2569,YDR009W,463363,3
2570,YDR010C,465738,1
2571,YDR011W,465590,1
2572,YDR012W,471821,628
2573,YDR013W,473141,60
2574,YDR014W,473995,5
2575,YDR014W-A,477773,0
2576,YDR016C,478791,188
2577,YDR017C,482404,2
2578,YDR018C,483879,0
2579,YDR019C,485394,13
2580,YDR020C,486510,10
2581,YDR021W,486697,4
2582,YDR022C,488685,2
2583,YDR023W,489486,1189
2584,YDR025W,491501,13222
2585,YDR026C,494411,9
2586,YDR027C,497441,3
2587,YDR028C,501368,1
2588,YDR030C,503281,7
2589,YDR031W,503473,10
2590,YDR032C,504764,42
2591,YDR033W,507901,489
2592,YDR034C,512159,8
2593,YDR034W-B,521305,4
2594,YDR035W,521787,21
2595,YDR036C,524723,11
2596,YDR037W,525419,574
2597,YDR041W,539795,69
2598,YDR042C,541261,2
2599,YDR043C,543573,1
2600,YDR044W,546599,211
2601,YDR045C,548465,21
2602,YDR046C,550666,1207
2603,YDR047W,551736,412
2604,YDR048C,555653,1
2605,YDR049W,553217,8
2606,YDR050C,556502,47406
2607,YDR051C,558106,23
2608,YDR052C,560779,6
2609,YDR054C,562516,3
2610,YDR055W,563466,11
2611,YDR056C,565698,82
2612,YDR057W,565902,12
2613,YDR058C,568736,2
2614,YDR059C,569816,45
2615,YDR060W,570618,8
2616,YDR061W,574109,56
2617,YDR062W,576107,63
2618,YDR063W,578595,15
2619,YDR064W,579437,4113
2620,YDR065W,580650,11
2621,YDR066C,582587,5
2622,YDR067C,583519,9
2623,YDR068W,583660,26
2624,YDR069C,587776,2
2625,YDR070C,588557,2
2626,YDR071C,589469,103
2627,YDR072C,591470,11
2628,YDR073W,592351,7
2629,YDR074W,593799,1
2630,YDR075W,596982,6
2631,YDR076W,598413,3
2632,YDR077W,600762,7831
2633,YDR078C,602886,17
2634,YDR079C-A,603844,149
2635,YDR079W,603033,18
2636,YDR080W,603976,4
2637,YDR081C,610168,11
2638,YDR082W,610349,64
2639,YDR083W,612051,11
2640,YDR084C,614030,44
2641,YDR085C,616332,1
2642,YDR086C,617263,251
2643,YDR087C,618335,114
2644,YDR088C,619828,4
2645,YDR089W,622069,8
2646,YDR090C,626112,110
2647,YDR091C,628606,488
2648,YDR092W,629852,50
2649,YDR094W,634274,7
2650,YDR096W,636472,1
2651,YDR097C,643930,7
2652,YDR098C,645037,1
2653,YDR099W,652715,9
2654,YDR100W,654973,93
2655,YDR101C,657489,225
2656,YDR103W,657739,1
2657,YDR104C,664959,1
2658,YDR105C,666821,37
2659,YDR106W,666982,1
2660,YDR107C,671049,23
2661,YDR108W,671233,13
2662,YDR109C,675667,3
2663,YDR110W,676064,10
2664,YDR111C,679985,11
2665,YDR113C,681702,4
2666,YDR115W,682135,42
2667,YDR116C,683602,17
2668,YDR117C,685681,41
2669,YDR118W-A,686354,5
2670,YDR119W,688132,21
2671,YDR119W-A,690970,8
2672,YDR120C,693261,26
2673,YDR121W,693465,30
2674,YDR122W,694396,2
2675,YDR123C,699547,7
2676,YDR124W,699767,3
2677,YDR125C,702912,0
2678,YDR126W,703229,2
2679,YDR127W,704461,3
2680,YDR128W,709491,1
2681,YDR129C,715428,157
2682,YDR130C,716650,6
2683,YDR131C,718537,6
2684,YDR132C,720422,3
2685,YDR133C,721533,1350
2686,YDR135C,727594,2
2687,YDR137W,728159,11
2688,YDR138W,730566,3
2689,YDR139C,733975,133
2690,YDR140W,734124,39
2691,YDR142C,741769,4
2692,YDR143C,744020,26
2693,YDR144C,746241,111
2694,YDR145W,746673,6
2695,YDR146C,750831,1
2696,YDR147W,751183,9
2697,YDR148C,755143,17
2698,YDR151C,765329,3
2699,YDR152W,765685,15
2700,YDR153C,768104,7
2701,YDR154C,768989,5
2702,YDR155C,769037,2044
2703,YDR156W,769491,546
2704,YDR158W,770322,151
2705,YDR159W,771787,1
2706,YDR161W,779020,18
2707,YDR162C,781219,24
2708,YDR163W,781368,1
2709,YDR164C,784257,44
2710,YDR165W,784829,26
2711,YDR166C,789275,1
2712,YDR167W,789420,214
2713,YDR168W,790288,112
2714,YDR169C,794255,12
2715,YDR169C-A,795852,0
2716,YDR171W,806535,17
2717,YDR172W,808280,79
2718,YDR173C,811695,2
2719,YDR174W,812087,354
2720,YDR175C,814199,21
2721,YDR176W,814404,5
2722,YDR177W,816780,16
2723,YDR178W,817848,401
2724,YDR179C,819204,10
2725,YDR179W-A,819340,49
2726,YDR180W,821152,2
2727,YDR181C,827369,6
2728,YDR182W,827532,4
2729,YDR182W-A,827769,1
2730,YDR183C-A,831030,2
2731,YDR183W,829544,6
2732,YDR184C,831522,2
2733,YDR185C,832576,8
2734,YDR186C,835546,7
2735,YDR188W,836360,638
2736,YDR189W,838350,3
2737,YDR190C,842041,154
2738,YDR191W,842293,9
2739,YDR192C,844919,10
2740,YDR194C,847969,15
2741,YDR195W,848360,17
2742,YDR196C,850999,244
2743,YDR197W,851195,11
2744,YDR198C,853988,10
2745,YDR200C,856158,37
2746,YDR201W,856317,46
2747,YDR202C,857984,32
2748,YDR204W,858125,9
2749,YDR205W,859336,4
2750,YDR206W,861719,4
2751,YDR207C,867591,0
2752,YDR208W,868034,2
2753,YDR210W,871066,25
2754,YDR211W,884676,10
2755,YDR212W,887167,1817
2756,YDR213W,889537,9
2757,YDR214W,892759,113
2758,YDR215C,894623,0
2759,YDR216W,894536,0
2760,YDR217C,903521,1
2761,YDR219C,907062,11
2762,YDR221W,907317,33
2763,YDR222W,910018,9
2764,YDR223W,911983,2
2765,YDR224C,914746,375
2766,YDR225W,915455,713
2767,YDR226W,916463,1003
2768,YDR227W,917444,3
2769,YDR228C,923897,2
2770,YDR229W,924684,15
2771,YDR231C,926926,44
2772,YDR232W,927201,9
2773,YDR233C,930416,123
2774,YDR234W,931102,216
2775,YDR235W,933504,25
2776,YDR236C,935917,124
2777,YDR237W,936473,11
2778,YDR238C,940849,27
2779,YDR239C,943445,12
2780,YDR240C,945172,24
2781,YDR241W,943530,1
2782,YDR242W,946711,7
2783,YDR243C,950316,2
2784,YDR244W,950538,10
2785,YDR245W,952716,17
2786,YDR246W,954253,9
2787,YDR247W,955644,5
2788,YDR248C,958397,16
2789,YDR249C,959860,8
2790,YDR250C,960527,1
2791,YDR251W,960308,4
2792,YDR252W,963404,9
2793,YDR253C,964768,6
2794,YDR254W,965041,4
2795,YDR255C,967867,5
2796,YDR256C,971460,1
2797,YDR257C,971478,15
2798,YDR258C,974272,22
2799,YDR259C,976237,2
2800,YDR260C,977269,108
2801,YDR261C,979244,24
2802,YDR262W,993123,179
2803,YDR263C,995572,1
2804,YDR264C,998381,22
2805,YDR265W,998838,2
2806,YDR266C,1002239,7
2807,YDR267C,1003573,5
2808,YDR268W,1003953,9
2809,YDR270W,1005588,2
2810,YDR271C,1008793,1
2811,YDR272W,1008953,44
2812,YDR273W,1010133,2
2813,YDR274C,1012887,1
2814,YDR275W,1011579,54
2815,YDR276C,1013718,734
2816,YDR277C,1015860,89
2817,YDR279W,1019290,5
2818,YDR280W,1020639,18
2819,YDR281C,1022352,18
2820,YDR282C,1024762,21
2821,YDR284C,1031700,13
2822,YDR286C,1035581,76
2823,YDR287W,1035963,34
2824,YDR288W,1037192,3
2825,YDR289C,1039564,6
2826,YDR291W,1039727,1
2827,YDR292C,1045143,57
2828,YDR293C,1049511,1
2829,YDR294C,1052261,154
2830,YDR295C,1054910,5
2831,YDR296W,1055159,206
2832,YDR297W,1056433,26
2833,YDR298C,1058960,1034
2834,YDR299W,1059575,19
2835,YDR300C,1062843,70
2836,YDR301W,1063296,2
2837,YDR302W,1067688,201
2838,YDR303C,1071678,12
2839,YDR304C,1072587,137
2840,YDR305C,1074108,2
2841,YDR306C,1075223,15
2842,YDR307W,1075806,19
2843,YDR308C,1078490,39
2844,YDR309C,1080249,33
2845,YDR310C,1084594,2
2846,YDR311W,1085040,24
2847,YDR312W,1087549,6
2848,YDR313C,1090086,3
2849,YDR314C,1092605,2
2850,YDR315C,1093633,2
2851,YDR316W,1093740,27
2852,YDR317W,1102133,5
2853,YDR318W,1103742,9
2854,YDR319C,1105907,10
2855,YDR320C,1108126,104
2856,YDR320C-A,1108498,65
2857,YDR320W-B,1108256,2
2858,YDR321W,1108671,24
2859,YDR322C-A,1112311,2230
2860,YDR322W,1110563,11
2861,YDR323C,1114057,7
2862,YDR324C,1116779,1
2863,YDR325W,1116847,1
2864,YDR326C,1125117,1
2865,YDR328C,1126085,1194
2866,YDR329C,1127617,18
2867,YDR330W,1127813,77
2868,YDR331W,1129567,16
2869,YDR332W,1130976,45
2870,YDR333C,1135468,10
2871,YDR335W,1140811,9
2872,YDR336W,1145069,11
2873,YDR337W,1146270,8
2874,YDR338C,1149525,46
2875,YDR339C,1150544,76
2876,YDR341C,1153647,1040
2877,YDR342C,1156014,49
2878,YDR343C,1161410,0
2879,YDR345C,1164692,4174
2880,YDR346C,1168816,84
2881,YDR347W,1169114,29
2882,YDR348C,1172024,19
2883,YDR349C,1174281,42
2884,YDR350C,1178202,10
2885,YDR351W,1178503,1
2886,YDR352W,1181623,5
2887,YDR353W,1183251,162
2888,YDR354W,1184671,58
2889,YDR356W,1186080,4
2890,YDR357C,1189646,17
2891,YDR358W,1190007,2
2892,YDR359C,1195150,2
2893,YDR361C,1196289,71
2894,YDR362C,1198807,48
2895,YDR363W,1199007,9
2896,YDR363W-A,1202106,65
2897,YDR364C,1204242,9
2898,YDR365C,1206409,114
2899,YDR367W,1212792,23
2900,YDR368W,1213853,690
2901,YDR369C,1217592,3
2902,YDR370C,1219121,7
2903,YDR371C-A,1219897,1
2904,YDR371W,1219353,13
2905,YDR372C,1222420,12
2906,YDR373W,1222682,1
2907,YDR374W-A,1224736,46
2908,YDR375C,1226557,5
2909,YDR376W,1226759,11
2910,YDR377W,1228531,101
2911,YDR378C,1229627,233
2912,YDR379C-A,1233562,6
2913,YDR379W,1230091,4
2914,YDR380W,1234120,22
2915,YDR381C-A,1238851,186
2916,YDR381W,1236551,37
2917,YDR382W,1239411,1129
2918,YDR383C,1240695,6
2919,YDR384C,1242116,92
2920,YDR385W,1243194,183
2921,YDR386W,1246084,10
2922,YDR387C,1249967,6
2923,YDR388W,1250135,9685
2924,YDR389W,1252021,2
2925,YDR390C,1256876,118
2926,YDR391C,1258067,33
2927,YDR392W,1258655,13
2928,YDR393W,1259875,8
2929,YDR394W,1261628,199
2930,YDR395W,1263208,18
2931,YDR397C,1266975,427
2932,YDR398W,1267436,111
2933,YDR399W,1269999,236
